id_transaction,id_collaborateur,date_transaction,client,categorie,montant_euros,statut
T001906,C0059,2025-11-15,Sigma Sante,Maintenance,1300.06,payee
T001907,C0141,2025-05-18,Nord Logistique,Audit,3823.3,payee
T001908,C0186,2024-09-22,Maison Delaunay,Audit,5034.06,payee
T001909,C0108,2025-01-14,Cabinet Ferrand,Licence,7072.35,en attente
T001910,C0155,06/07/2025,Maison Delaunay,Audit,3037.77,payee
T001911,C0023,2024-01-02,Maison Delaunay,Audit,1155.1,payee
T001912,C0124,2025-11-04,Nord Logistique,Audit,7693.32,payee
T001913,C0016,2025-09-27,Orion Energie,Formation,8034.48,payee
T001914,C0032,2025-12-09,Orion Energie,Maintenance,11620.68,annulee
T001915,C0138,2024-03-09,Atelier Bastide,Audit,9260.44,payee
T001916,C0048,2025-11-22,Atelier Bastide,Formation,3709.34,payee
T001917,C0009,2025-03-23,Orion Energie,Formation,3300.11,payee
T001918,C0042,09/02/2025,Cabinet Ferrand,Formation,4773.43,payee
T001919,C0180,2024-05-11,Verne Industries,Formation,1449.69,payee
T001920,C0137,2024-12-25,Sigma Sante,Maintenance,2244.25,payee
T001921,C0089,2024-09-22,Nord Logistique,Audit,3060.05,payee
T001922,C0001,2025-12-21,Atelier Bastide,Conseil,5606.48,payee
T001923,C0090,2024-09-04,Groupe Lorrain,Formation,5731.08,en attente
T001924,C0204,08/06/2024,Sigma Sante,Audit,3149.77,payee
T001925,C0081,21/11/2025,Sigma Sante,Licence,1537.03,payee
T001926,C9999,16-05-2024,Verne Industries,Formation,4990.46,payee
T001927,C0026,2025-10-22,Sigma Sante,Maintenance,1475.18,payee
T001928,C0064,04/12/2025,Atelier Bastide,Audit,2458.62,payee
T001929,C0044,12/08/2024,Sigma Sante,Formation,3695.66,payee
T001930,C0037,2025-05-18,Groupe Lorrain,Licence,1375.97,payee
T001931,C0089,2025-08-04,Maison Delaunay,Maintenance,2166.86,payee
T001932,C0014,2025-01-26,Sigma Sante,Audit,5370.63,en attente
T001933,C0047,2025-05-23,Nord Logistique,Licence,4775.6,payee
T001934,C0055,2024-04-06,Sigma Sante,Audit,1655.89,annulee
T001935,C0196,2025-01-11,Verne Industries,Maintenance,3922.9,payee
T001936,C0047,2025-01-09,Verne Industries,Licence,1142.77,payee
T001937,C0193,2025-02-17,Verne Industries,Licence,4522.45,payee
T001938,C0145,2025-11-20,Groupe Lorrain,Maintenance,2276.4,payee
T001939,C0216,25-08-2025,Verne Industries,Conseil,2952.97,payee
T001940,C0130,2025-03-16,Atelier Bastide,Formation,3470.04,payee
T001941,C0138,2024-10-21,Sigma Sante,Formation,1715.9,payee
T001942,C0053,22/10/2024,Atelier Bastide,Audit,2179.04,payee
T001943,C0134,2024-01-15,Atelier Bastide,Audit,7205.47,annulee
T001944,C0156,2025-02-06,Maison Delaunay,Audit,2841.43,payee
T001945,C0073,2024-07-03,Nord Logistique,Conseil,3570.88,payee
T001946,C0023,2025-10-08,Atelier Bastide,Formation,3601.1,payee
T001947,C0037,2025-07-18,Maison Delaunay,Formation,6159.53,payee
T001948,C0005,2025-10-28,Atelier Bastide,Conseil,4923.5,payee
T001949,C0184,2025-12-27,Sigma Sante,Formation,410.8,payee
T001950,C0020,2024-10-19,Groupe Lorrain,Licence,1768.94,payee
T001951,C0213,2024-11-08,Nord Logistique,Audit,6549.39,payee
T001952,C0085,2025-03-19,Nord Logistique,Conseil,7754.14,en attente
T001953,C0067,2024-11-10,Verne Industries,Audit,1762.59,payee
T001954,C0014,2024-07-22,Maison Delaunay,Audit,2745.96,en attente
T001955,C0168,2025-05-31,Cabinet Ferrand,Conseil,3110.21,payee
T001956,C0127,2024-11-25,Maison Delaunay,Formation,2802.97,en attente
T001957,C0207,2025-11-18,Atelier Bastide,Licence,4533.89,en attente
T001958,C0176,09/06/2024,Nord Logistique,Audit,2963.16,en attente
T001959,C0148,2024-11-19,Sigma Sante,Maintenance,2479.01,payee
T001960,C0075,2025-01-22,Orion Energie,Audit,4638.38,payee
T001961,C0073,2025-10-24,Verne Industries,Formation,956.29,en attente
T001962,C0167,2025-02-26,Cabinet Ferrand,Audit,3712.73,payee
T001963,C0220,2024-02-20,Cabinet Ferrand,Audit,4269.03,payee
T001964,C0203,2024-09-03,Sigma Sante,Licence,6341.6,payee
T001965,C0128,2025-10-08,Orion Energie,Conseil,3435.51,payee
T001966,C0084,2024-07-17,Maison Delaunay,Formation,1195.95,payee
T001967,C0220,2024-09-05,Sigma Sante,Conseil,3542.7,payee
T001968,C0089,20-04-2024,Groupe Lorrain,Audit,1138.84,payee
T001969,C0029,09/06/2025,Sigma Sante,Formation,4039.37,payee
T001970,C0149,11-04-2024,Sigma Sante,Maintenance,5795.26,payee
T001971,C0140,2024-09-25,Maison Delaunay,Formation,3196.25,payee
T001972,C0174,03/06/2025,Nord Logistique,Audit,2965.0,en attente
T001973,C0014,15-10-2025,Orion Energie,Maintenance,4867.99,payee
T001974,C0059,2024-06-10,Maison Delaunay,Formation,3963.98,payee
T001975,C0014,30-08-2024,Sigma Sante,Licence,4685.76,payee
T001976,C0150,2024-03-27,Atelier Bastide,Conseil,9159.03,payee
T001977,C0020,15-11-2024,Maison Delaunay,Conseil,2567.15,payee
T001978,C0119,30/12/2025,Cabinet Ferrand,Audit,4175.68,payee
T001979,C0031,2024-08-10,Sigma Sante,Audit,6605.15,payee
T001980,C0062,08-07-2024,Orion Energie,Audit,6656.81,payee
T001981,C0178,2024-10-18,Sigma Sante,Maintenance,4379.0,payee
T001982,C0210,2025-10-16,Atelier Bastide,Formation,2900.83,en attente
T001983,C0140,03-02-2025,Cabinet Ferrand,Conseil,4654.89,payee
T001984,C0093,20-03-2025,Groupe Lorrain,Maintenance,4704.39,payee
T001985,C0100,23/07/2025,Orion Energie,Formation,5103.01,payee
T001986,C0220,2025-06-06,Verne Industries,Conseil,1830.75,payee
T001987,C0036,2025-03-13,Nord Logistique,Conseil,7651.09,payee
T001988,C0206,2025-02-13,Cabinet Ferrand,Licence,6617.38,en attente
T001989,C0098,24/01/2025,Orion Energie,Audit,3248.97,payee
T001990,C0137,11-05-2024,Sigma Sante,Formation,6293.25,payee
T001991,C0155,2024-10-29,Sigma Sante,Audit,3131.98,payee
T001992,C0020,2025-09-10,Maison Delaunay,Formation,7040.3,payee
T001993,C0035,2024-01-29,Groupe Lorrain,Maintenance,3528.7,payee
T001994,C0038,2025-08-27,Orion Energie,Formation,2050.55,payee
T001995,C0181,2025-02-17,Groupe Lorrain,Maintenance,8541.54,payee
T001996,C0018,2024-09-12,Cabinet Ferrand,Formation,5001.0,payee
T001997,C0142,2024-03-24,Cabinet Ferrand,Maintenance,3025.74,payee
T001998,C0026,11/07/2025,Cabinet Ferrand,Licence,7335.63,payee
T001999,C0179,2024-01-01,Orion Energie,Conseil,4680.66,payee
T002000,C0014,2025-01-31,Atelier Bastide,Formation,2825.94,payee
T002001,C0097,2024-04-28,Nord Logistique,Formation,7381.89,payee
T002002,C0050,2025-10-25,Atelier Bastide,Licence,5091.98,payee
T002003,C0104,2024-05-13,Orion Energie,Formation,4015.88,payee
T002004,C0161,09/08/2025,Maison Delaunay,Licence,3411.07,payee
T002005,C0169,23-02-2025,Cabinet Ferrand,Audit,2006.79,payee
T002006,C0148,2024-01-30,Groupe Lorrain,Maintenance,715.55,en attente
T002007,C0136,2025-06-09,Atelier Bastide,Formation,4840.38,payee
T002008,C0147,03/10/2025,Atelier Bastide,Maintenance,1773.37,payee
T002009,C0051,2024-06-10,Cabinet Ferrand,Audit,2006.1,payee
T002010,C0048,2025-12-08,Orion Energie,Formation,3104.7,payee
T002011,C0216,2025-08-05,Groupe Lorrain,Formation,3145.54,payee
T002012,C0135,2025-06-25,Nord Logistique,Conseil,2157.43,payee
T002013,C0200,02-09-2024,Verne Industries,Audit,4838.05,payee
T002014,C0146,2024-03-28,Groupe Lorrain,Audit,1244.47,en attente
T002015,C0106,2024-11-09,Nord Logistique,Licence,4789.5,en attente
T002016,C0133,2025-08-12,Maison Delaunay,Audit,2917.53,payee
T002017,C0161,2025-03-04,Orion Energie,Maintenance,2096.3,payee
T002018,C0044,2025-04-17,Nord Logistique,Audit,1318.22,annulee
T002019,C0108,2025-07-24,Verne Industries,Audit,3711.54,payee
T002020,C0168,04/09/2024,Sigma Sante,Audit,1693.64,annulee
T002021,C0021,2024-01-28,Atelier Bastide,Formation,1550.69,payee
T002022,C0017,2025-10-07,Maison Delaunay,Maintenance,6569.01,payee
T002023,C0038,2025-03-23,Orion Energie,Conseil,1461.37,payee
T002024,C0138,2025-02-16,Groupe Lorrain,Audit,1229.51,payee
T002025,C0056,22-02-2025,Orion Energie,Formation,4596.68,en attente
T002026,C0102,2025-09-14,Atelier Bastide,Licence,3868.05,payee
T002027,C0032,2025-07-15,Cabinet Ferrand,Licence,2466.12,payee
T002028,C0059,2025-05-04,Verne Industries,Maintenance,1933.48,payee
T002029,C0005,2025-07-24,Atelier Bastide,Maintenance,2236.88,en attente
T002030,C0188,2024-07-29,Maison Delaunay,Audit,2503.46,payee
T002031,C0109,2025-06-03,Cabinet Ferrand,Maintenance,4330.01,payee
T002032,C0041,2025-12-12,Nord Logistique,Maintenance,3757.83,payee
T002033,C0123,2024-06-20,Cabinet Ferrand,Licence,2746.03,payee
T002034,C0217,2025-02-20,Maison Delaunay,Licence,2729.7,en attente
T002035,C0192,12/05/2025,Orion Energie,Audit,4703.01,payee
T002036,C0206,2025-01-12,Nord Logistique,Formation,2091.91,payee
T002037,C0095,08/12/2025,Atelier Bastide,Maintenance,1290.47,en attente
T002038,C0084,2024-10-21,Verne Industries,Formation,6211.08,payee
T002039,C0074,08/06/2024,Cabinet Ferrand,Licence,2747.87,payee
T002040,C0071,2024-04-09,Groupe Lorrain,Formation,8102.51,en attente
T002041,C0214,2025-09-11,Atelier Bastide,Formation,2540.25,payee
T002042,C0032,2025-05-15,Atelier Bastide,Audit,3316.09,en attente
T002043,C0198,2025-02-25,Orion Energie,Maintenance,1996.71,payee
T002044,C0213,2024-11-10,Cabinet Ferrand,Maintenance,3789.53,payee
T002045,C0196,2024-10-26,Orion Energie,Conseil,2766.19,payee
T002046,C0146,2025-11-13,Nord Logistique,Formation,2946.21,payee
T002047,C0199,2025-05-11,Nord Logistique,Formation,3504.45,payee
T002048,C0008,2025-12-05,Orion Energie,Maintenance,2571.6,payee
T002049,C0190,2025-08-08,Maison Delaunay,Audit,3726.87,payee
T002050,C0119,14/07/2025,Atelier Bastide,Formation,2255.26,payee
T002051,C0117,2025-02-08,Verne Industries,Formation,3627.68,payee
T002052,C0020,2024-06-26,Maison Delaunay,Licence,1145.36,payee
T002053,C0216,2025-04-22,Groupe Lorrain,Audit,1461.45,payee
T002054,C0134,2025-06-06,Atelier Bastide,Formation,1978.09,payee
T002055,C0025,2025-01-16,Groupe Lorrain,Formation,1640.05,payee
T002056,C0119,15/01/2024,Maison Delaunay,Licence,1717.11,payee
T002057,C0009,2025-12-01,Cabinet Ferrand,Audit,4196.7,payee
T002058,C0020,26-08-2025,Groupe Lorrain,Maintenance,2806.51,payee
T002059,C0124,2024-09-14,Maison Delaunay,Licence,2571.65,payee
T002060,C0190,26/12/2024,Maison Delaunay,Maintenance,3744.75,en attente
T002061,C0026,2024-03-31,Maison Delaunay,Conseil,3891.67,payee
T002062,C0061,14-11-2025,Atelier Bastide,Maintenance,2414.28,en attente
T002063,C0091,2024-06-17,Sigma Sante,Conseil,5431.27,payee
T002064,C0126,02/10/2024,Atelier Bastide,Formation,2892.37,payee
T002065,C0001,2024-11-08,Nord Logistique,Formation,4399.13,payee
T002066,C0149,2024-07-11,Nord Logistique,Maintenance,2253.4,payee
T002067,C0116,2025-04-08,Atelier Bastide,Formation,3669.74,payee
T002068,C0025,2025-12-27,Cabinet Ferrand,Formation,4608.06,payee
T002069,C0070,2025-09-16,Groupe Lorrain,Audit,4341.23,payee
T002070,C0115,2025-01-22,Cabinet Ferrand,Licence,4140.61,payee
T002071,C0019,2024-04-05,Maison Delaunay,Maintenance,2192.89,payee
T002072,C0213,2025-09-22,Verne Industries,Licence,1597.82,payee
T002073,C0194,2024-07-06,Nord Logistique,Maintenance,1490.76,payee
T002074,C0083,2025-10-27,Orion Energie,Maintenance,2506.27,en attente
T002075,C0107,2024-10-15,Atelier Bastide,Maintenance,2410.12,payee
T002076,C0199,2025-01-13,Verne Industries,Audit,3924.71,payee
T002077,C0069,14-11-2024,Groupe Lorrain,Maintenance,3249.57,payee
T002078,C0055,2024-11-28,Nord Logistique,Formation,1515.76,payee
T002079,C0057,2024-04-30,Atelier Bastide,Conseil,5016.77,payee
T002080,C0165,2025-02-07,Sigma Sante,Audit,3567.41,en attente
T002081,C0049,21-10-2024,Verne Industries,Formation,2111.97,payee
T002082,C0021,2025-09-10,Maison Delaunay,Formation,2311.77,payee
T002083,C0039,14/12/2024,Atelier Bastide,Conseil,6188.63,payee
T002084,C0073,2025-12-05,Verne Industries,Licence,1640.12,payee
T002085,C0203,04/08/2024,Atelier Bastide,Licence,6353.0,payee
T002086,C0062,2024-08-27,Nord Logistique,Audit,2768.43,annulee
T002087,C0065,2024-01-27,Groupe Lorrain,Maintenance,2868.15,payee
T002088,C0103,2025-06-23,Groupe Lorrain,Maintenance,3755.42,payee
T002089,C0114,23/02/2024,Nord Logistique,Licence,1271.08,payee
T002090,C0122,2024-07-27,Nord Logistique,Audit,3559.72,payee
T002091,C0007,2025-10-26,Verne Industries,Audit,4562.17,payee
T002092,C0139,2025-03-21,Cabinet Ferrand,Audit,2470.21,payee
T002093,C0009,2025-02-11,Cabinet Ferrand,Formation,3114.47,payee
T002094,C0064,2025-08-10,Sigma Sante,Formation,8193.44,payee
T002095,C0068,2025-07-17,Cabinet Ferrand,Conseil,4811.67,payee
T002096,C0157,09-10-2025,Sigma Sante,Audit,1893.9,payee
T002097,C0208,30-04-2025,Atelier Bastide,Maintenance,2389.1,payee
T002098,C0163,2024-11-23,Atelier Bastide,Audit,2723.16,payee
T002099,C0102,2024-04-05,Cabinet Ferrand,Maintenance,4965.07,annulee
T002100,C0122,2024-09-26,Groupe Lorrain,Licence,1890.08,payee
T002101,C0119,29/05/2025,Maison Delaunay,Conseil,4347.25,payee
T002102,C0035,2024-07-04,Cabinet Ferrand,Conseil,4361.6,en attente
T002103,C0117,04/05/2025,Verne Industries,Maintenance,3216.23,payee
T002104,C0214,2024-04-07,Nord Logistique,Formation,5049.19,payee
T002105,C0056,2024-02-14,Groupe Lorrain,Formation,1996.31,payee
T002106,C0027,2024-09-23,Cabinet Ferrand,Audit,5557.83,en attente
T002107,C9999,2024-06-16,Orion Energie,Licence,1111.81,payee
T002108,C0146,28-09-2025,Maison Delaunay,Audit,1884.25,payee
T002109,C0007,2024-10-03,Nord Logistique,Licence,1128.21,annulee
T002110,C0024,2024-11-01,Nord Logistique,Audit,2060.38,payee
T002111,C0151,2024-10-21,Cabinet Ferrand,Conseil,4401.69,payee
T002112,C0034,19/08/2024,Orion Energie,Formation,3837.94,payee
T002113,C0016,2025-10-31,Orion Energie,Conseil,3543.76,payee
T002114,C0005,2025-06-23,Cabinet Ferrand,Conseil,2042.03,payee
T002115,C0164,2024-04-25,Orion Energie,Audit,3087.31,payee
T002116,C0085,2024-06-06,Groupe Lorrain,Licence,5585.91,payee
T002117,C0066,29-02-2024,Verne Industries,Formation,2090.53,en attente
T002118,C0149,2024-07-06,Verne Industries,Formation,2144.3,payee
T002119,C0040,2025-04-24,Maison Delaunay,Formation,2194.55,en attente
T002120,C0121,2025-11-14,Nord Logistique,Conseil,3447.58,payee
T002121,C0113,2024-12-17,Cabinet Ferrand,Audit,4204.5,payee
T002122,C0157,29-02-2024,Verne Industries,Conseil,4692.24,payee
T002123,C0145,2024-02-04,Nord Logistique,Formation,2719.32,payee
T002124,C0157,2024-10-29,Verne Industries,Conseil,2585.17,payee
T002125,C0050,12/07/2024,Cabinet Ferrand,Audit,2331.51,en attente
T002126,C0033,25/02/2025,Verne Industries,Formation,4071.75,payee
T002127,C0124,2024-03-27,Orion Energie,Formation,1299.93,payee
T002128,C0014,17/06/2024,Maison Delaunay,Maintenance,2912.37,payee
T002129,C0106,2025-02-09,Atelier Bastide,Licence,2922.32,payee
T002130,C0146,2024-07-24,Orion Energie,Formation,4392.27,payee
T002131,C0191,2024-09-23,Maison Delaunay,Licence,1524.31,payee
T002132,C0152,10/06/2024,Verne Industries,Licence,4563.79,en attente
T002133,C0196,2024-02-07,Nord Logistique,Formation,3946.28,payee
T002134,C0130,2024-09-08,Atelier Bastide,Licence,7267.1,payee
T002135,C0104,28-08-2024,Groupe Lorrain,Formation,6582.04,payee
T002136,C0058,17-10-2025,Cabinet Ferrand,Audit,5388.07,en attente
T002137,C0157,2025-10-13,Sigma Sante,Licence,930.9,en attente
T002138,C0189,2024-11-11,Verne Industries,Maintenance,1611.02,payee
T002139,C0075,2024-07-29,Cabinet Ferrand,Formation,5059.18,payee
T002140,C0018,2024-11-01,Orion Energie,Maintenance,2875.56,payee
T002141,C0003,2025-03-19,Orion Energie,Licence,6576.75,en attente
T002142,C0147,2024-10-09,Cabinet Ferrand,Maintenance,3256.57,annulee
T002143,C0154,05/07/2025,Groupe Lorrain,Licence,4315.81,payee
T002144,C0028,2025-12-04,Maison Delaunay,Maintenance,4161.55,payee
T002145,C0006,21-10-2024,Maison Delaunay,Conseil,3212.54,payee
T002146,C0152,2024-03-26,Orion Energie,Maintenance,5101.46,payee
T002147,C0093,2024-03-29,Orion Energie,Maintenance,4486.66,payee
T002148,C0097,2025-09-28,Maison Delaunay,Licence,1698.97,payee
T002149,C0061,2024-10-30,Groupe Lorrain,Conseil,8472.49,payee
T002150,C0167,2024-08-26,Atelier Bastide,Licence,1612.17,payee
T002151,C0173,28-03-2025,Maison Delaunay,Maintenance,2139.47,payee
T002152,C0013,2025-11-29,Nord Logistique,Licence,4279.25,payee
T002153,C0021,05/11/2024,Cabinet Ferrand,Conseil,3885.05,payee
T002154,C0129,2024-08-18,Cabinet Ferrand,Formation,4674.97,payee
T002155,C0140,2025-09-21,Maison Delaunay,Audit,2825.45,payee
T002156,C0034,01/03/2024,Cabinet Ferrand,Formation,4029.02,payee
T002157,C0037,08-09-2025,Atelier Bastide,Licence,2220.69,annulee
T002158,C0159,14/01/2025,Orion Energie,Formation,3255.99,payee
T002159,C0106,2024-01-15,Verne Industries,Maintenance,6184.66,payee
T002160,C0028,2024-06-15,Verne Industries,Licence,1607.25,payee
T002161,C0142,2025-05-10,Groupe Lorrain,Formation,5258.18,payee
T002162,C0018,2025-07-03,Cabinet Ferrand,Licence,2934.06,payee
T002163,C0054,2024-05-22,Orion Energie,Licence,1961.24,payee
T002164,C0166,2025-04-24,Atelier Bastide,Licence,2037.61,payee
T002165,C0052,23-12-2025,Atelier Bastide,Formation,2888.41,payee
T002166,C0015,2025-05-16,Atelier Bastide,Conseil,5379.02,en attente
T002167,C0117,2025-05-27,Groupe Lorrain,Maintenance,4016.84,payee
T002168,C0053,2024-05-21,Nord Logistique,Formation,1529.9,payee
T002169,C0120,2025-04-10,Verne Industries,Maintenance,5123.93,payee
T002170,C0192,2025-06-01,Sigma Sante,Formation,4705.6,payee
T002171,C0045,2024-03-21,Cabinet Ferrand,Audit,1120.07,annulee
T002172,C0188,2024-08-15,Maison Delaunay,Maintenance,1910.74,payee
T002173,C0079,06-10-2025,Groupe Lorrain,Licence,5656.53,payee
T002174,C0199,2025-12-30,Verne Industries,Formation,3221.4,payee
T002175,C0003,2024-05-06,Cabinet Ferrand,Maintenance,5108.55,payee
T002176,C0076,2025-06-18,Groupe Lorrain,Conseil,768.93,payee
T002177,C0047,2025-01-01,Cabinet Ferrand,Conseil,577.48,payee
T002178,C0123,07/03/2025,Cabinet Ferrand,Conseil,4429.42,en attente
T002179,C0207,2025-01-07,Cabinet Ferrand,Formation,2339.16,payee
T002180,C0180,24-09-2025,Nord Logistique,Licence,4554.95,payee
T002181,C0089,20/11/2024,Sigma Sante,Formation,5142.19,en attente
T002182,C0032,06/03/2025,Sigma Sante,Conseil,2362.7,en attente
T002183,C0175,2025-05-03,Groupe Lorrain,Formation,3065.65,payee
T002184,C0169,2025-02-07,Maison Delaunay,Licence,2716.96,payee
T002185,C0106,2025-10-04,Orion Energie,Formation,2341.41,en attente
T002186,C0023,2024-06-22,Sigma Sante,Licence,3604.53,payee
T002187,C0025,2025-11-23,Verne Industries,Formation,4880.91,payee
T002188,C0212,2025-05-10,Sigma Sante,Audit,2149.25,payee
T002189,C0069,2025-12-01,Sigma Sante,Audit,2143.32,en attente
T002190,C0148,2024-09-30,Verne Industries,Maintenance,2374.06,payee
T002191,C0220,2024-12-15,Sigma Sante,Licence,4282.61,payee
T002192,C0115,2024-02-01,Maison Delaunay,Conseil,5124.44,payee
T002193,C0049,2025-11-05,Sigma Sante,Maintenance,2692.45,payee
T002194,C0113,2025-08-18,Maison Delaunay,Formation,965.4,payee
T002195,C0054,2024-08-04,Sigma Sante,Formation,1776.44,payee
T002196,C0043,2024-02-07,Orion Energie,Maintenance,2606.48,payee
T002197,C0189,2025-05-23,Sigma Sante,Conseil,1995.79,payee
T002198,C0081,05/05/2025,Cabinet Ferrand,Formation,1522.59,annulee
T002199,C0159,20/01/2025,Nord Logistique,Maintenance,3299.8,payee
T002200,C0169,24/04/2024,Maison Delaunay,Audit,9519.36,payee
T002201,C0128,01-11-2025,Sigma Sante,Licence,1844.57,payee
T002202,C0126,11/11/2024,Cabinet Ferrand,Licence,3621.82,payee
T002203,C0042,12/06/2025,Verne Industries,Audit,4178.58,payee
T002204,C0123,19-09-2025,Maison Delaunay,Conseil,4348.02,payee
T002205,C0175,2025-02-04,Orion Energie,Licence,3114.53,payee
T002206,C0046,09/03/2024,Orion Energie,Formation,1568.42,payee
T002207,C0054,2025-10-10,Atelier Bastide,Licence,4866.02,payee
T002208,C0161,02-05-2025,Orion Energie,Audit,1226.62,payee
T002209,C0151,2025-10-14,Sigma Sante,Licence,2949.0,annulee
T002210,C0091,2025-03-23,Atelier Bastide,Audit,2793.32,payee
T002211,C0193,2025-10-24,Groupe Lorrain,Licence,1644.49,en attente
T002212,C0043,25-09-2025,Atelier Bastide,Audit,2374.05,payee
T002213,C0133,2024-06-06,Orion Energie,Conseil,4274.79,payee
T002214,C0219,2024-05-06,Sigma Sante,Formation,2948.55,payee
T002215,C0103,2024-04-26,Nord Logistique,Formation,1359.87,payee
T002216,C0118,06/08/2025,Maison Delaunay,Maintenance,4577.63,en attente
